IsBadBuy,VehicleAge,WheelType,DifAquiredAvg_CurAvgAuction,DifAquiredAboveAvg_CurAboveAvgRetail,DifAquiredAvg_CurAvgRetail,DifAquiredAboveAvg_CurAboveAvgAuction,AdjVehOd
0,8,Alloy,-12,-22,-47,-47,10028
0,6,Alloy,10,154,22,37,13531
0,4,Covers,-64,-62,17,-61,21669
0,3,Covers,139,38,-19,139,14278
0,3,Alloy,134,310,93,180,20295
1,7,Alloy,45,120,-36,68,14096
0,8,Alloy,-17,74,-46,-16,10265
0,3,Alloy,-77,400,136,-80,29687
0,5,Alloy,98,-383,-71,21,14157
0,6,Covers,188,94,-6,237,13365
0,3,Covers,55,-235,-99,-65,25963
0,5,Alloy,388,415,354,484,10911
1,6,NULL,0,51,4,-8,15431
1,3,NULL,0,0,0,0,16169
0,5,Alloy,49,156,172,54,9790
0,5,Covers,43,41,16,24,14147
0,5,Alloy,-212,-177,-287,-71,17233
1,4,Alloy,36,276,20,294,20203
0,4,Alloy,96,-20,-99,278,15309
1,5,NULL,-16,73,97,-38,15079
0,5,Covers,-191,-136,-139,-137,14218
0,8,Alloy,5,10,50,-1,10585
0,6,Covers,-118,-81,-172,-22,11075
0,7,Alloy,94,183,71,165,10640
1,9,Covers,33,521,164,26,8238
0,4,Alloy,93,290,163,153,17805
0,9,Covers,12,44,29,-6,8824
0,6,Alloy,22,-83,30,14,15369
0,6,Alloy,-215,-171,-267,-118,10562
0,2,Covers,145,-148,93,87,28271
0,4,Alloy,199,124,82,155,20090
0,2,Covers,483,472,393,739,24844
0,4,Alloy,334,544,441,336,16314
0,5,Alloy,147,114,157,137,14393
0,3,Alloy,-81,-1271,-832,-68,27447
0,4,Alloy,166,434,496,196,20125
0,4,Alloy,60,107,1,129,20882
0,5,Covers,78,167,87,170,12894
0,4,Alloy,271,51,66,355,15472
0,8,Alloy,-68,-57,-18,-65,12112
0,6,Alloy,190,258,205,241,13880
0,4,Covers,113,8,44,66,19508
0,4,Alloy,148,145,-139,243,16435
0,8,Alloy,28,62,9,123,7216
0,5,Alloy,228,83,304,155,16649
0,3,Alloy,-17,175,20,-61,29213
0,4,Alloy,92,113,23,67,15879
0,4,Alloy,212,748,320,332,24626
0,6,Covers,-78,-11,67,-98,6765
1,4,Covers,73,5,171,86,23679
0,8,Alloy,-55,-28,31,-124,7841
0,4,Alloy,68,169,88,169,16341
1,4,Alloy,-120,-340,-246,-160,21553
0,4,Alloy,11,4,2,-3,18330
0,4,Alloy,-723,-866,-592,-952,15425
0,3,Covers,142,82,8,139,19042
0,7,Alloy,-20,53,36,-31,13934
0,3,Covers,-264,-71,-98,-273,23007
0,6,Alloy,28,-31,10,51,10157
1,3,Covers,78,62,78,50,24658
0,3,Covers,318,35,292,257,18797
0,3,Alloy,191,445,134,402,25397
0,4,Covers,91,-195,-55,-37,15815
1,3,Covers,-18,-52,-98,-24,22682
0,7,Alloy,58,59,40,92,9603
0,4,Alloy,-95,298,-85,67,19561
1,6,Alloy,119,34,133,150,13926
0,2,Covers,119,-257,-23,-34,31302
0,7,Alloy,-13,31,5,-11,11593
0,5,Alloy,108,118,135,164,12825
0,5,Alloy,181,217,209,253,15414
0,5,Covers,182,293,142,178,14956
0,6,Alloy,79,-55,12,46,8520
1,7,NULL,0,0,0,0,10238
0,4,Alloy,28,17,92,5,23888
0,6,Alloy,31,92,69,51,10706
0,5,Alloy,247,655,510,383,15530
1,6,NULL,0,0,0,0,14353
0,4,Alloy,-10,-29,73,-36,13215
0,2,Covers,65,-101,-263,141,30998
1,5,NULL,0,0,0,0,11895
1,6,Alloy,-75,-83,-150,-55,15286
1,4,NULL,0,0,0,0,16383
1,5,Alloy,24,10,71,-14,14008
0,4,Alloy,126,110,116,92,20146
0,8,Alloy,123,-29,60,-2,10205
0,2,Covers,-109,-22,70,-286,39773
0,4,Alloy,107,139,159,276,18772
0,8,Alloy,-30,-100,-28,9,10043
0,3,Alloy,42,-453,-111,27,23829
0,8,Alloy,45,32,47,52,10203
0,4,Covers,274,538,407,283,11694
1,6,NULL,0,0,0,0,13874
1,4,Covers,-16,-92,16,-9,14734
1,8,Alloy,16,62,70,30,11752
0,2,Covers,579,726,671,618,31400
0,4,Alloy,-91,-197,17,-123,21157
0,3,Covers,-89,306,40,-86,27664
0,5,Alloy,32,60,-24,69,17315
0,4,Alloy,378,932,641,514,18313
0,6,Alloy,277,271,288,233,13848
1,4,Alloy,-15,304,178,78,20316
0,6,Alloy,16,31,45,36,12224
0,3,Alloy,252,275,514,107,19034
0,3,Covers,137,223,292,189,27889
0,2,Covers,89,66,80,36,37107
0,2,Covers,113,-105,121,6,25882
0,5,Alloy,-64,-128,-21,-137,9803
0,6,Alloy,176,125,89,174,13493
0,3,Covers,59,-254,120,104,25421
0,7,Alloy,5,4,27,-21,10659
0,6,Alloy,53,192,132,41,12629
0,7,Alloy,-103,-210,-136,-191,10706
0,6,Alloy,-20,-22,-26,-4,9623
0,4,Covers,31,63,63,50,16244
0,7,Alloy,-70,-132,-145,75,13011
0,4,Alloy,88,73,46,178,18327
0,3,Alloy,40,278,143,108,29700
0,6,Alloy,-40,-33,-30,-68,9847
1,5,NULL,0,0,0,0,13401
0,3,Alloy,-35,55,-59,6,25582
0,5,Alloy,55,32,-16,44,13475
0,4,Covers,-121,10,-24,-36,10076
0,5,Alloy,-2,39,-4,-18,17340
0,5,Alloy,256,399,278,344,12053
0,3,Covers,-290,-387,-309,-346,23606
0,5,Covers,34,-48,24,71,13946
0,6,Alloy,136,157,129,161,10840
0,4,Covers,135,172,132,167,18965
0,6,Covers,2,175,-72,172,12249
0,4,Covers,58,65,90,29,21459
0,3,Alloy,-60,-108,-75,-131,21738
0,7,Alloy,45,73,82,47,13737
0,6,Alloy,66,13,90,57,13873
0,5,Alloy,60,-13,-10,31,14214
0,9,Covers,-48,-56,-52,-48,10003
0,5,Covers,-36,-19,-71,-12,17299
0,7,Alloy,-49,-135,-80,-68,12197
0,3,Covers,174,173,171,218,23024
0,5,Alloy,-12,145,51,27,16957
0,5,Alloy,-19,-220,49,-17,16480
0,4,Alloy,68,55,159,24,17377
0,4,Covers,-95,-290,-321,-64,21405
0,5,Alloy,66,194,104,67,14084
0,5,Covers,15,128,59,158,11696
0,6,Alloy,-45,-151,-120,-95,14532
0,7,Alloy,10,-44,-16,-16,12144
0,8,Alloy,-4,-38,-49,-70,5733
0,4,Covers,-10,377,141,83,23571
0,6,Covers,35,14,-3,44,14337
0,3,Alloy,328,352,618,256,26710
0,5,Alloy,-209,-109,-183,-113,13682
1,5,Alloy,-77,-165,-279,-107,16437
0,6,Alloy,80,34,98,156,12325
0,3,Alloy,225,258,96,386,23657
1,3,Covers,179,411,427,233,18541
0,5,Alloy,18,138,44,108,12899
0,3,Covers,-66,-395,-232,-12,23292
0,4,Alloy,65,205,100,86,25758
1,7,NULL,-11,-30,-20,-18,8296
0,5,Alloy,-10,-48,-11,-44,13230
1,7,NULL,0,0,0,0,9887
0,4,Covers,0,0,0,0,20938
0,2,Covers,-96,3,-103,3,24447
0,4,Covers,-47,-67,-51,-62,10473
0,2,Covers,470,-823,-832,436,33917
0,4,Alloy,-66,-67,-72,-62,22464
0,2,Covers,-172,-144,-185,-133,20329
0,3,Alloy,-136,-124,-146,-115,16353
0,3,Covers,-26,-59,-28,-55,29085
0,4,Covers,-82,-94,-89,-87,15490
0,4,Covers,271,-196,-296,369,20362
0,4,Alloy,-80,-28,-86,-26,16488
0,2,Covers,243,280,262,259,29363
1,3,NULL,0,0,0,0,18304
1,6,NULL,0,0,0,0,15883
0,7,Alloy,115,139,125,129,11657
0,4,Covers,35,36,37,33,16782
0,4,Covers,181,206,196,191,17643
0,4,Covers,-92,-97,-99,-90,16542
0,4,Covers,-49,19,-53,18,20781
0,5,Covers,17,-19,18,-18,18187
0,3,Covers,-80,-130,-86,-121,19921
0,3,Covers,73,-945,-912,88,20605
0,7,Alloy,78,-113,-220,191,13011
0,4,Covers,163,200,176,186,7961
0,6,Alloy,66,25,72,23,10440
0,6,Alloy,22,6,24,6,16036
1,4,Alloy,235,300,254,278,17918
0,3,Alloy,368,-436,-551,540,24499
0,3,Alloy,165,-903,-860,95,18378
1,3,Covers,238,315,257,292,14801
0,3,Covers,273,-620,-563,152,23096
0,4,Covers,67,225,72,209,15726
0,3,Covers,377,-470,-586,499,24393
0,3,Alloy,0,0,0,0,27821
0,3,Alloy,205,314,221,291,24542
0,3,Alloy,304,-528,-620,456,20857
1,3,Covers,212,340,229,314,19666
0,3,Covers,15,-379,-545,172,24671
0,1,Alloy,207,-2833,-2066,-345,83837
0,4,Alloy,73,-507,-592,63,19587
1,3,Alloy,311,295,336,273,22217
0,4,Covers,51,44,55,40,22081
0,6,Alloy,98,121,106,112,10378
0,4,Covers,26,-554,-583,54,13132
0,3,Alloy,-19,-764,-748,64,26330
0,4,Covers,155,-467,-464,215,20468
0,3,Covers,119,-590,-697,157,19316
0,3,Alloy,201,-520,-688,352,23869
0,3,Alloy,514,-39,-248,751,24809
1,3,Covers,14,16,16,14,22607
0,2,Alloy,294,-380,-968,719,42954
0,2,Covers,-96,-258,-104,-239,32517
0,2,Covers,112,-1038,-1158,385,36832
0,4,Covers,167,-336,-431,305,21605
0,5,Alloy,92,-268,-317,138,14746
0,3,Alloy,780,138,-36,938,30745
0,4,Alloy,311,-377,-340,417,22957
0,4,Covers,-59,-642,-645,-73,18042
0,3,Alloy,256,-432,-536,312,13371
0,5,Covers,82,-484,-488,73,16900
0,4,Alloy,-33,-2,-36,-2,15808
0,3,Covers,-299,-1037,-1050,-275,24704
0,5,Alloy,-32,-441,-388,-44,15253
0,2,Alloy,-201,-1569,-1442,-233,32672
1,6,NULL,0,0,0,0,13666
1,6,Alloy,187,-268,-210,215,15695
1,4,NULL,0,0,0,0,18017
0,5,Alloy,2,-425,-436,30,17342
0,3,Alloy,-385,-1303,-1427,-416,23789
0,4,Alloy,143,-462,-527,193,16682
0,3,Alloy,134,-779,-821,178,17500
0,6,Covers,-46,-686,-516,-21,14054
0,5,Alloy,175,-371,-358,251,15407
0,3,Alloy,11,-814,-829,52,26232
1,4,NULL,0,0,0,0,15897
0,3,Alloy,74,-634,-802,116,26448
0,2,Covers,-387,-1716,-1773,-399,36272
0,5,Alloy,65,-395,-386,134,14891
0,4,Covers,21,-639,-600,35,20303
0,4,Covers,-184,-710,-729,-151,21344
0,2,Covers,-570,-1737,-1826,-504,28902
0,3,Covers,141,-1067,-1107,175,23461
0,3,Covers,-188,-952,-814,-215,23157
0,1,Alloy,1778,-1700,-1572,864,78035
0,3,Covers,-446,-1010,-1363,-233,24805
0,7,Alloy,159,11,-138,275,8147
0,2,Covers,-253,-1170,-1445,-99,26328
0,3,Alloy,294,-613,-797,377,28996
0,3,Alloy,7,-1002,-1000,27,20432
0,2,Alloy,-63,-969,-1739,149,44042
0,4,Alloy,-18,-444,-554,64,18410
0,3,Alloy,-264,-843,-1074,-183,16865
1,5,NULL,0,0,0,0,14333
0,3,Covers,111,-745,-929,120,24492
0,2,Covers,-995,-2254,-2115,-940,27991
0,2,Alloy,-999,-2120,-2265,-986,41228
0,2,Alloy,-224,-1566,-2058,79,43219
0,2,Covers,409,-745,-925,552,34568
0,3,Alloy,-203,-990,-984,-228,29170
0,2,Alloy,740,-27,-353,990,40863
0,1,Covers,103,-3348,-2411,-285,62888
0,3,Alloy,-178,-910,-914,-167,24929
0,2,Covers,-111,-77,25,-49,23933
0,1,Covers,-1297,-577,-692,-1444,69177
0,2,Alloy,-184,-430,-180,-464,44652
0,1,Covers,-597,-993,-485,-813,69191
1,2,Covers,63,38,294,-141,31422
0,3,Alloy,-306,-94,-180,-203,29747
0,3,Covers,-89,-19,-33,-141,13412
0,2,Covers,385,829,858,538,46201
0,3,Alloy,-369,-344,-282,-443,29794
0,2,Covers,-342,-123,-59,-383,21435
1,6,Alloy,0,0,0,0,12382
0,3,Alloy,-411,-487,-471,-436,26074
0,2,Alloy,-132,-151,129,-505,33128
0,3,Alloy,-21,365,429,-20,25961
1,6,Alloy,-18,6,65,-13,15621
0,1,Covers,-1442,-3360,-685,-4075,75447
0,4,Covers,56,25,92,85,21785
0,5,Special,-19,2,-44,16,17481
0,3,Alloy,-71,149,62,-67,20147
0,2,Special,-336,39,-248,129,45333
1,8,Alloy,0,44,21,0,9464
0,3,Alloy,-486,-943,-849,-296,25873
0,6,Covers,62,349,166,71,15883
0,4,Covers,-115,-102,-128,-66,11780
0,3,Covers,-214,-197,-261,-234,17851
1,7,Alloy,1,55,11,2,11743
1,6,Covers,-37,-61,-38,-32,8419
0,4,Covers,-302,-225,-200,-382,16393
0,5,Covers,-131,-32,-84,-177,9323
0,4,Covers,0,0,0,0,19725
0,5,Covers,-166,-32,-30,-168,14488
0,6,Covers,-6,-175,-77,-40,9615
0,3,Covers,-167,-229,-264,-166,16642
0,7,Alloy,-111,-61,-17,-143,10785
0,6,Covers,-29,-23,-55,-57,13349
0,6,Covers,-58,20,-8,-60,13184
0,3,Covers,-221,-94,-162,-133,19669
1,5,NULL,0,0,0,0,14103
0,3,Alloy,-352,-411,-331,-395,21448
0,4,Alloy,-327,-201,-270,-202,14127
0,3,Covers,-204,-70,-128,-167,13840
0,6,Alloy,-88,-8,21,-98,13468
0,4,Alloy,37,115,76,53,17731
1,6,NULL,0,0,0,0,11051
0,5,Covers,50,-112,59,-22,15937
0,6,Alloy,-138,-107,-122,-135,13618
0,4,Alloy,-109,-9,-7,-177,19526
0,4,Alloy,-136,-107,-66,-147,10469
0,3,Alloy,-172,238,12,-158,20668
0,5,Alloy,-61,23,36,-89,17454
0,6,Alloy,64,170,167,58,8609
0,4,Covers,-294,-249,-306,-270,19681
1,4,NULL,0,0,0,0,17033
0,2,Alloy,96,472,494,123,41774
0,3,Covers,-97,477,366,-129,16956
0,5,Covers,-90,-462,-24,-76,19251
0,6,Alloy,-3,-16,-39,-36,13224
0,8,Alloy,-162,-629,-366,-119,12253
1,5,NULL,0,0,0,0,13122
0,6,Alloy,75,-66,113,76,14189
1,3,NULL,0,0,0,0,16299
0,4,Covers,-100,-191,-220,-96,20635
0,4,Alloy,-225,34,-44,-306,17146
0,4,Alloy,-145,-169,-157,-103,18095
0,3,Alloy,-65,-9,51,-105,26729
0,3,Covers,-36,61,55,-36,11930
0,2,Covers,-261,-153,-71,-242,27980
0,4,Alloy,-98,-29,14,-34,15838
0,6,Alloy,9,84,-19,32,10992
1,4,Covers,-95,-156,-43,-192,18940
0,7,Alloy,-135,88,-22,-51,10633
0,5,Alloy,-5,154,138,-67,11721
0,4,Alloy,85,71,9,113,19269
1,4,Covers,-48,21,12,-42,16183
0,6,Covers,52,820,635,-10,11970
1,3,Covers,-124,-13,34,-120,23281
1,5,Covers,-41,-67,45,-44,17839
1,4,Covers,-43,-57,13,-46,9866
0,4,Covers,-174,69,-156,-131,16700
0,3,Covers,151,307,281,198,14799
0,3,Covers,68,-69,-133,82,27670
0,5,Alloy,63,-115,60,7,17445
0,4,Covers,215,80,169,209,16472
0,3,Covers,255,-1,244,146,21745
0,2,Covers,420,71,179,531,39528
0,2,Alloy,268,-81,-41,306,38354
0,5,Alloy,84,86,66,78,11847
0,3,Covers,371,-287,-11,363,24670
0,4,Covers,182,187,137,133,16460
0,5,Covers,74,-9,44,71,12226
0,3,Alloy,157,-60,-67,8,27286
0,4,Covers,216,6,7,174,23994
0,6,Alloy,60,48,57,32,11519
0,5,Alloy,154,-25,-50,156,15381
0,4,Alloy,133,221,87,330,17542
1,4,NULL,65,-70,-67,68,18955
1,3,NULL,-33,216,125,-68,19309
1,4,NULL,0,0,0,0,18895
0,3,Covers,95,-45,-59,45,24720
0,6,Covers,60,-66,-17,-1,13185
0,5,Alloy,136,183,145,99,13959
0,5,Alloy,215,166,228,148,16830
1,4,Covers,64,192,-190,177,14873
0,4,Covers,59,-651,106,89,9986
0,3,Covers,202,22,27,285,12281
0,4,Covers,84,160,71,82,15946
0,7,Alloy,-80,-88,-33,-89,12662
0,4,Covers,162,141,61,134,19173
0,3,Alloy,334,247,241,380,20214
0,3,Covers,-137,-177,-226,-118,20339
0,6,Covers,-3,-20,37,-24,6342
0,4,Alloy,-21,-104,236,-40,15941
0,6,Covers,74,85,95,81,15315
0,3,Covers,89,41,218,-59,27903
1,3,Covers,222,409,40,345,19683
1,5,NULL,82,93,72,86,15195
0,2,Alloy,-611,147,-494,-233,39100
0,4,Covers,-24,-11,-15,2,21182
0,3,Covers,-244,-699,-819,-348,10004
0,4,Covers,284,229,326,290,13587
0,2,Alloy,19,-55,-158,-42,30350
0,2,Covers,247,44,97,237,25774
0,3,Alloy,254,186,345,272,19900
0,7,Special,-22,18,-47,13,12305
0,7,Special,101,188,113,189,8750
0,2,Alloy,664,519,370,737,44702
1,6,Covers,-20,139,36,-25,13445
0,2,Covers,115,74,266,-6,23261
0,2,Alloy,342,1425,966,503,40136
0,4,Alloy,-42,-598,-125,-171,20557
0,3,Covers,-270,-626,-563,10,19762
0,5,Alloy,-73,-113,-152,-57,14718
0,4,Special,-187,-222,-116,-224,16637
1,4,Covers,64,247,187,145,18093
1,3,Alloy,281,-33,105,143,29301
0,2,Covers,623,845,666,593,24569
0,5,Alloy,103,31,112,35,19190
0,6,Alloy,-114,-543,-214,-207,11923
0,3,Alloy,266,272,124,420,16722
1,7,NULL,0,0,0,0,13598
0,5,Covers,88,-10,30,103,14948
0,5,Alloy,46,12,33,-2,15064
1,3,NULL,0,0,0,0,21268
0,4,Covers,128,33,161,71,18243
0,4,Alloy,206,94,167,174,16965
0,4,Covers,137,248,230,180,12264
0,4,Alloy,113,-54,17,68,18247
1,3,Covers,-104,46,-42,-50,19759
0,3,Alloy,-132,-187,-49,-210,25806
1,5,NULL,0,0,0,0,17831
0,7,Alloy,14,-14,32,20,12245
0,4,Alloy,127,90,82,131,18807
0,5,Alloy,17,-47,144,-69,16694
1,5,NULL,0,0,0,0,13718
0,6,Alloy,34,3,39,41,14621
0,4,Alloy,118,47,126,111,17698
1,6,NULL,0,0,0,0,14910
0,3,Covers,-131,-206,-113,-214,27128
1,3,NULL,0,0,0,0,29477
0,5,Alloy,-1,-67,-49,-9,13423
0,5,Alloy,-128,-201,-130,-128,11640
0,5,Alloy,135,-489,-110,70,16755
1,5,NULL,0,-30,-17,0,14513
0,6,Covers,-106,-117,-17,-155,18318
0,5,Alloy,17,37,-96,-4,14499
1,7,Alloy,-152,-151,-128,-184,15345
0,4,Alloy,67,158,263,5,15712
0,5,Alloy,6,84,163,11,17961
0,7,Covers,75,-237,-111,151,13437
0,2,Covers,89,95,111,116,39272
0,4,Covers,-111,-187,-18,-117,22019
0,5,Alloy,-37,-36,-27,-73,16873
0,7,Alloy,-88,-46,-36,-74,10266
0,5,Alloy,35,230,-50,30,19274
0,5,Alloy,-70,-142,-84,-45,11348
0,8,Covers,8,34,24,7,11240
0,7,Alloy,-84,-215,-120,-123,15709
0,3,Covers,-89,63,42,-65,23662
1,6,Alloy,32,-50,28,-32,16002
0,6,Alloy,-488,-1158,-967,-674,14321
0,5,Alloy,-107,-152,-96,-174,17233
0,6,Covers,35,-6,-11,-43,14855
0,8,Special,-13,59,47,-40,10044
0,4,Alloy,-30,2,43,-112,22097
0,5,Alloy,-121,-91,-181,-78,17891
0,2,Covers,-487,879,326,-615,29903
1,5,NULL,8,74,11,-5,20972
0,6,Alloy,-113,-94,-138,-147,15802
0,4,Covers,-55,-174,-87,-129,21119
0,3,Alloy,105,174,300,41,24693
0,6,Alloy,155,210,165,219,18188
1,9,NULL,21,78,8,50,11773
0,4,Covers,-122,-173,-211,-179,20328
0,7,Alloy,-92,-72,-133,-61,10638
0,3,Covers,-484,-717,-231,-596,18171
0,6,Alloy,-23,-44,-83,-35,14724
1,8,Alloy,29,-14,25,-16,11280
0,5,Covers,-164,-186,-131,-207,12304
1,9,NULL,0,0,0,0,8072
0,4,Covers,-200,-134,-108,-218,16355
1,2,NULL,-30,131,181,-35,36361
0,4,Alloy,-119,-232,-144,-180,26181
0,9,Alloy,-71,-143,-114,-69,7823
1,8,Alloy,-17,89,23,-5,13393
1,3,NULL,-42,-57,-123,-22,29454
1,8,NULL,8,-5,7,9,10572
1,7,NULL,-13,-25,-22,-15,15350
0,5,Alloy,-46,-10,-114,-74,16143
0,8,Alloy,-3,-64,-8,-12,13567
1,7,NULL,-2,26,12,-4,11848
1,4,NULL,30,12,-29,32,15377
0,5,Alloy,27,-74,-57,-56,16964
0,6,Covers,-87,-17,-135,-78,17394
0,4,Alloy,-169,-200,-125,-209,21568
1,8,NULL,-1,15,8,-2,10895
0,3,Alloy,181,146,248,186,27691
0,8,Alloy,38,5,39,30,12382
0,6,Alloy,-7,-152,-84,-74,17203
0,8,Alloy,-10,4,-17,-16,11043
0,9,Covers,45,105,90,53,11705
0,6,Covers,-337,-302,-299,-307,12120
0,8,Covers,-91,-84,-84,-78,11297
1,7,Covers,38,41,52,41,13578
0,3,Alloy,622,327,322,586,31416
0,5,Alloy,-24,-408,-335,13,16929
0,6,Alloy,-34,-225,-79,-3,15332
0,4,Alloy,25,-222,-54,-174,21026
0,6,Covers,-42,-77,-130,-41,14539
0,3,Alloy,-218,-107,-232,-180,23568
0,5,Alloy,-154,-188,-73,-150,14664
0,4,Alloy,255,441,266,251,20329
0,5,Alloy,39,5,93,-15,19033
0,4,Covers,35,179,179,120,22539
0,2,Alloy,-887,708,-369,394,38927
0,3,Covers,129,77,48,168,31306
0,3,Covers,37,473,576,-152,27580
0,5,Covers,57,122,67,82,17741
0,3,Covers,184,213,195,186,26042
0,2,Alloy,-3,-131,137,-189,48000
0,4,Covers,58,-7,-83,15,18994
0,3,Alloy,-231,145,-210,182,27658
0,5,Alloy,-205,-215,-184,-245,15537
0,7,Alloy,70,100,0,76,10532
0,2,Covers,-442,-398,-351,-700,33398
0,3,Covers,-33,212,-58,-23,19869
0,3,Covers,-19,223,-48,-17,32799
0,6,Alloy,85,492,253,77,14697
0,3,Covers,35,-96,-78,9,24497
0,4,Alloy,-95,-195,-60,-102,18629
0,2,Alloy,-490,-400,-46,-696,36596
0,4,Covers,177,89,131,161,17926
0,2,Alloy,-983,-572,-737,-978,37630
0,1,Alloy,559,1065,962,956,73721
0,2,Covers,37,-150,24,-82,36622
0,6,Alloy,-73,-80,-6,-103,16260
0,2,Covers,36,-10,93,-147,42457
0,5,Alloy,-35,-41,-68,-23,15130
0,3,Alloy,617,519,696,449,17603
0,3,Covers,-229,-263,-185,-313,28331
0,2,Alloy,-977,-1050,-848,-1375,38072
0,3,Alloy,-192,-148,-140,-224,15386
0,2,Covers,-421,-24,-212,-655,40012
0,3,Covers,-88,2,14,-116,30510
0,3,Covers,-17,97,43,64,21698
0,3,Alloy,-11,55,29,30,23887
1,6,Covers,34,-158,-109,-18,12588
0,4,Covers,-29,77,-32,127,15193
0,1,Alloy,912,1234,1643,184,79894
0,2,Covers,-67,-218,-100,-251,39906
0,3,Alloy,-29,-99,-32,-48,21996
0,4,Alloy,-357,-360,-344,-353,22902
0,2,Alloy,-87,195,395,-309,37878
0,6,Covers,-120,-184,-141,-132,15299
0,2,Alloy,-582,-601,-638,-859,37902
0,3,Covers,37,119,119,55,22325
0,2,Covers,-317,-556,-456,-550,45098
0,2,Covers,3,-35,43,-38,27978
0,3,Alloy,-212,-51,-105,-189,22736
0,7,Alloy,76,68,116,79,12876
1,4,Covers,-142,-210,-124,-183,15244
0,2,Covers,-439,-238,-517,-247,45147
0,2,Covers,-476,-488,-324,-701,35893
0,2,Covers,527,521,550,459,22011
0,2,Covers,-486,-456,-330,-505,29162
0,2,Alloy,-350,-412,-279,-583,35171
0,2,Alloy,-998,-1181,-728,-1342,37996
0,2,Covers,-483,-534,-266,-696,42660
0,6,Alloy,-70,-35,-35,-62,14883
0,4,Covers,-167,-73,-64,-201,21429
0,2,Covers,-156,-228,-136,-300,20668
0,3,Covers,-372,-650,-311,-643,25416
0,2,Alloy,-474,-484,-240,-710,44358
0,1,Covers,-523,-661,-565,-612,10643
0,4,Covers,36,62,39,57,19158
0,5,Covers,-15,-11,-16,-10,13502
0,3,Alloy,-135,-248,-146,-230,22335
0,3,Covers,-69,-159,-75,-147,7500
0,7,Alloy,-14,17,-15,15,13652
0,4,Covers,-225,-329,-243,-305,19881
0,4,Alloy,1107,1467,1196,1358,15658
0,4,Covers,45,23,49,21,20414
0,5,Alloy,-180,-81,-195,-75,14266
1,3,Covers,-64,-100,-69,-93,23558
0,2,Covers,98,48,106,44,20894
0,4,Alloy,70,84,76,78,20752
0,6,Alloy,-18,-94,-20,-87,11873
0,5,Alloy,62,47,67,43,14012
0,3,Alloy,176,56,190,52,24460
0,4,Covers,37,40,40,37,16796
0,4,Covers,129,193,139,178,16240
0,4,Alloy,37,83,40,76,17687
0,4,Covers,81,35,87,32,14671
0,3,Alloy,151,172,163,159,26562
0,6,Covers,-48,-54,-52,-50,13842
0,4,Alloy,36,50,39,47,18173
0,4,Alloy,24,-60,26,-55,23466
0,5,Alloy,-37,-168,-40,-155,14753
0,4,Covers,-308,-365,-333,-338,20347
0,5,Alloy,5,-249,5,-231,18737
0,2,Covers,-2089,-3077,-2256,-2849,25998
0,3,Covers,49,19,53,18,21528
0,5,Covers,82,89,88,83,7673
0,3,Covers,-124,-205,-134,-190,20128
0,7,Alloy,7,31,8,28,9498
0,5,Alloy,-86,-174,-93,-161,16341
1,3,Covers,135,169,145,157,5515
0,6,Alloy,-43,43,-47,40,13995
0,2,Alloy,-269,-454,-290,-421,19904
1,5,Covers,37,68,40,63,11733
0,6,Alloy,64,2,69,2,12248
1,3,Covers,93,99,100,91,17788
0,8,Alloy,13,26,14,24,7919
0,3,Covers,101,71,109,65,12643
0,4,Alloy,-60,-23,-65,-21,22120
0,2,Covers,321,393,346,364,30102
0,5,Covers,234,261,253,242,16308
0,2,Covers,279,283,301,262,29956
0,2,Covers,432,617,466,572,22684
0,6,Alloy,41,82,44,76,14341
0,4,Covers,-28,-144,-30,-134,16696
0,3,Alloy,-2104,-2674,-2439,-2321,25248
1,5,Alloy,-93,-144,-100,-133,13964
0,4,Alloy,1196,1433,1292,1326,17882
0,3,Alloy,196,196,212,181,21594
0,3,Alloy,100,200,108,185,27236
0,2,Covers,266,146,287,135,30089
1,4,NULL,-92,-75,-99,-70,15828
0,4,Covers,55,35,60,32,24510
0,5,Alloy,764,884,825,819,16455
0,2,Covers,136,175,147,162,35487
0,4,Alloy,-21,-23,-22,-22,20184
0,2,Covers,427,466,461,431,21830
0,7,Alloy,72,79,77,73,13209
0,4,Alloy,1309,1413,1414,1308,20172
0,2,Covers,231,255,250,236,22586
0,4,Alloy,71,11,77,10,16616
0,5,Covers,33,-51,36,-48,12079
0,5,Alloy,0,0,0,0,10622
0,5,NULL,0,0,0,0,18307
0,4,Alloy,0,0,0,0,15304
0,3,Covers,0,0,0,0,30070
0,5,Alloy,0,0,0,0,14405
0,4,NULL,0,0,0,0,10549
1,4,Covers,0,0,0,0,8405
0,2,Covers,0,0,0,0,24986
0,4,Covers,0,0,0,0,17254
0,5,Alloy,0,0,0,0,15352
0,5,Covers,0,0,0,0,15802
0,4,Covers,0,0,0,0,10901
0,5,Alloy,0,0,0,0,18846
0,3,Alloy,-194,-362,-210,-335,21989
0,5,Alloy,0,0,0,0,11852
0,5,Alloy,0,0,0,0,15421
0,2,Alloy,0,0,0,0,41877
0,3,Alloy,0,0,0,0,20343
0,5,Alloy,0,0,0,0,11456
0,3,Covers,0,0,0,0,28978
1,4,Alloy,0,0,0,0,17634
0,1,Covers,0,0,0,0,50282
0,2,Covers,0,0,0,0,24552
0,2,Covers,0,0,0,0,31462
0,5,Alloy,0,0,0,0,15183
0,1,Covers,0,0,0,0,46823
0,3,Alloy,0,0,0,0,21490
